[0, -426, 1, -429, 3, -435, 5, -435, 4, -435, 4, -447, 3, -447, 5, -457, 1, -468, 0, -474, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599, 0, -437, 10, -443, 10, -452, 0, -460, 0, -567, 8, -572, 8, -580, 0, -586, 0, -449, 2, -452, 6, -459, 2, -470, 6, -472, 0, -479]
[0, -426, 1, -429, 3, -435, 5, -435, 4, -435, 4, -447, 3, -447, 5, -457, 1, -468, 0, -474, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599, 0, -437, 10, -443, 10, -452, 0, -460, 0, -567, 8, -572, 8, -580, 0, -586, 0, -449, 2, -452, 6, -459, 2, -470, 6, -472, 0, -479]
[0, -439, 10, -445, 10, -454, 6, -463, 5, -463, 5, -468, 6, -477, 0, -484, 0, -427, 3, -433, 4, -433, 3, -445, 4, -445, 0, -455, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599, 0, -567, 8, -572, 8, -580, 0, -586, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -439, 10, -445, 10, -454, 6, -463, 5, -463, 5, -468, 6, -477, 0, -484, 0, -427, 3, -433, 4, -433, 3, -445, 4, -445, 0, -455, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599, 0, -567, 8, -572, 8, -580, 0, -586, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -439, 10, -445, 10, -454, 6, -463, 5, -463, 5, -468, 6, -477, 0, -484, 0, -427, 3, -433, 4, -433, 3, -445, 4, -445, 0, -455, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599, 0, -567, 8, -572, 8, -580, 0, -586, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -439, 10, -445, 10, -454, 6, -463, 5, -463, 5, -468, 6, -477, 0, -484, 0, -427, 3, -433, 4, -433, 3, -445, 4, -445, 0, -455, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599, 0, -567, 8, -572, 8, -580, 0, -586, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -439, 10, -445, 10, -454, 6, -463, 5, -463, 5, -468, 6, -477, 0, -484, 0, -427, 3, -433, 4, -433, 3, -445, 4, -445, 0, -455, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599, 0, -567, 8, -572, 8, -580, 0, -586, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -439, 10, -445, 10, -454, 6, -463, 5, -463, 5, -468, 6, -477, 0, -484, 0, -427, 3, -433, 4, -433, 3, -445, 4, -445, 0, -455, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599, 0, -567, 8, -572, 8, -580, 0, -586, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -439, 10, -445, 10, -454, 6, -463, 5, -463, 5, -468, 6, -477, 0, -484, 0, -427, 3, -433, 4, -433, 3, -445, 4, -445, 0, -455, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599, 0, -567, 8, -572, 8, -580, 0, -586, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -439, 10, -445, 10, -454, 6, -463, 5, -463, 5, -468, 6, -477, 0, -484, 0, -427, 3, -433, 4, -433, 3, -445, 4, -445, 0, -455, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599, 0, -567, 8, -572, 8, -580, 0, -586, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -439, 10, -445, 10, -454, 6, -463, 5, -463, 5, -468, 6, -477, 0, -484, 0, -427, 3, -433, 4, -433, 3, -445, 4, -445, 0, -455, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599, 0, -567, 8, -572, 8, -580, 0, -586, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -439, 10, -445, 10, -454, 6, -463, 5, -463, 5, -468, 6, -477, 0, -484, 0, -427, 3, -433, 4, -433, 3, -445, 4, -445, 0, -455, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599, 0, -567, 8, -572, 8, -580, 0, -586, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -439, 10, -445, 10, -454, 6, -463, 5, -463, 5, -468, 6, -477, 0, -484, 0, -427, 3, -433, 4, -433, 3, -445, 4, -445, 0, -455, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599, 0, -567, 8, -572, 8, -580, 0, -586, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -439, 10, -445, 10, -454, 6, -463, 5, -463, 5, -468, 6, -477, 0, -484, 0, -427, 3, -433, 4, -433, 3, -445, 4, -445, 0, -455, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599, 0, -567, 8, -572, 8, -580, 0, -586, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -439, 10, -445, 10, -454, 6, -463, 5, -463, 5, -468, 6, -477, 0, -484, 0, -427, 3, -433, 4, -433, 3, -445, 4, -445, 0, -455, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599, 0, -567, 8, -572, 8, -580, 0, -586, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -439, 10, -445, 10, -454, 6, -463, 5, -463, 5, -468, 6, -477, 0, -484, 0, -427, 3, -433, 4, -433, 3, -445, 4, -445, 0, -455, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599, 0, -567, 8, -572, 8, -580, 0, -586, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -439, 10, -445, 10, -454, 6, -463, 5, -463, 5, -468, 6, -477, 0, -484, 0, -427, 3, -433, 4, -433, 3, -445, 4, -445, 0, -455, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599, 0, -567, 8, -572, 8, -580, 0, -586, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -439, 10, -445, 10, -454, 6, -463, 5, -463, 5, -468, 6, -477, 0, -484, 0, -427, 3, -433, 4, -433, 3, -445, 4, -445, 0, -455, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599, 0, -567, 8, -572, 8, -580, 0, -586, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -439, 10, -445, 10, -454, 6, -463, 5, -463, 5, -468, 6, -477, 0, -484, 0, -427, 3, -433, 4, -433, 3, -445, 4, -445, 0, -455, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599, 0, -567, 8, -572, 8, -580, 0, -586, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -439, 10, -445, 10, -454, 6, -463, 5, -463, 5, -468, 6, -477, 0, -484, 0, -427, 3, -433, 4, -433, 3, -445, 4, -445, 0, -455, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599, 0, -567, 8, -572, 8, -580, 0, -586, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -439, 10, -445, 10, -454, 6, -463, 5, -463, 5, -468, 6, -477, 0, -484, 0, -427, 3, -433, 4, -433, 3, -445, 4, -445, 0, -455, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599, 0, -567, 8, -572, 8, -580, 0, -586, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -439, 10, -445, 10, -454, 6, -463, 5, -463, 5, -468, 6, -477, 0, -484, 0, -427, 3, -433, 4, -433, 3, -445, 4, -445, 0, -455, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599, 0, -567, 8, -572, 8, -580, 0, -586, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -439, 10, -445, 10, -454, 6, -463, 5, -463, 5, -468, 6, -477, 0, -484, 0, -427, 3, -433, 4, -433, 3, -445, 4, -445, 0, -455, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599, 0, -567, 8, -572, 8, -580, 0, -586, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -439, 10, -445, 10, -454, 6, -463, 5, -463, 5, -468, 6, -477, 0, -484, 0, -427, 3, -433, 4, -433, 3, -445, 4, -445, 0, -455, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599, 0, -567, 8, -572, 8, -580, 0, -586, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -439, 10, -445, 10, -454, 6, -463, 5, -463, 5, -468, 6, -477, 0, -484, 0, -427, 3, -433, 4, -433, 3, -445, 4, -445, 0, -455, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599, 0, -567, 8, -572, 8, -580, 0, -586, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -439, 10, -445, 10, -454, 6, -463, 5, -463, 5, -468, 6, -477, 0, -484, 0, -427, 3, -433, 4, -433, 3, -445, 4, -445, 0, -455, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599, 0, -567, 8, -572, 8, -580, 0, -586, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -439, 10, -445, 10, -454, 6, -463, 5, -463, 5, -468, 6, -477, 0, -484, 0, -427, 3, -433, 4, -433, 3, -445, 4, -445, 0, -455, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599, 0, -567, 8, -572, 8, -580, 0, -586, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -439, 10, -445, 10, -454, 6, -463, 5, -463, 5, -468, 6, -477, 0, -484, 0, -427, 3, -433, 4, -433, 3, -445, 4, -445, 0, -455, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599, 0, -567, 8, -572, 8, -580, 0, -586, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -439, 10, -445, 10, -454, 6, -463, 5, -463, 5, -468, 6, -477, 0, -484, 0, -427, 3, -433, 4, -433, 3, -445, 4, -445, 0, -455, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599, 0, -567, 8, -572, 8, -580, 0, -586, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -439, 10, -445, 10, -454, 6, -463, 5, -463, 5, -468, 6, -477, 0, -484, 0, -427, 3, -433, 4, -433, 3, -445, 4, -445, 0, -455, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599, 0, -567, 8, -572, 8, -580, 0, -586, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -439, 10, -445, 10, -454, 6, -463, 5, -463, 5, -468, 6, -477, 0, -484, 0, -427, 3, -433, 4, -433, 3, -445, 4, -445, 0, -455, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599, 0, -567, 8, -572, 8, -580, 0, -586, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
