[0, -427, 4, -433, 3, -433, 3, -445, 4, -445, 2, -452, 1, -459, 1, -466, 2, -466, 0, -472, 0, -571, 8, -576, 8, -584, 0, -590, 0, -441, 10, -447, 5, -447, 10, -456, 6, -465, 5, -470, 6, -479, 0, -486, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599]
[0, -427, 4, -433, 3, -433, 3, -445, 4, -445, 2, -452, 1, -459, 1, -466, 2, -466, 0, -472, 0, -571, 8, -576, 8, -584, 0, -590, 0, -441, 10, -447, 5, -447, 10, -456, 6, -465, 5, -470, 6, -479, 0, -486, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599]
[0, -427, 4, -433, 3, -433, 3, -445, 4, -445, 2, -452, 1, -459, 1, -466, 2, -466, 0, -472, 0, -571, 8, -576, 8, -584, 0, -590, 0, -441, 10, -447, 5, -447, 10, -456, 6, -465, 5, -470, 6, -479, 0, -486, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599]
[0, -427, 4, -433, 3, -433, 3, -445, 4, -445, 2, -452, 1, -459, 1, -466, 2, -466, 0, -472, 0, -571, 8, -576, 8, -584, 0, -590, 0, -441, 10, -447, 5, -447, 10, -456, 6, -465, 5, -470, 6, -479, 0, -486, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599]
[0, -427, 4, -433, 3, -433, 3, -445, 4, -445, 2, -452, 1, -459, 1, -466, 2, -466, 0, -472, 0, -571, 8, -576, 8, -584, 0, -590, 0, -441, 10, -447, 5, -447, 10, -456, 6, -465, 5, -470, 6, -479, 0, -486, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599]
[0, -427, 4, -433, 3, -433, 3, -445, 4, -445, 2, -452, 1, -459, 1, -466, 2, -466, 0, -472, 0, -571, 8, -576, 8, -584, 0, -590, 0, -441, 10, -447, 5, -447, 10, -456, 6, -465, 5, -470, 6, -479, 0, -486, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599]
[0, -427, 4, -433, 3, -433, 3, -445, 4, -445, 2, -452, 1, -459, 1, -466, 2, -466, 0, -472, 0, -571, 8, -576, 8, -584, 0, -590, 0, -441, 10, -447, 5, -447, 10, -456, 6, -465, 5, -470, 6, -479, 0, -486, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599]
[0, -427, 4, -433, 3, -433, 3, -445, 4, -445, 2, -452, 1, -459, 1, -466, 2, -466, 0, -472, 0, -571, 8, -576, 8, -584, 0, -590, 0, -441, 10, -447, 5, -447, 10, -456, 6, -465, 5, -470, 6, -479, 0, -486, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599]
[0, -427, 4, -433, 3, -433, 3, -445, 4, -445, 2, -452, 1, -459, 1, -466, 2, -466, 0, -472, 0, -571, 8, -576, 8, -584, 0, -590, 0, -441, 10, -447, 5, -447, 10, -456, 6, -465, 5, -470, 6, -479, 0, -486, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599]
[0, -427, 4, -433, 3, -433, 3, -445, 4, -445, 2, -452, 1, -459, 1, -466, 2, -466, 0, -472, 0, -571, 8, -576, 8, -584, 0, -590, 0, -441, 10, -447, 5, -447, 10, -456, 6, -465, 5, -470, 6, -479, 0, -486, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599]
[0, -427, 4, -433, 3, -433, 3, -445, 4, -445, 2, -452, 1, -459, 1, -466, 2, -466, 0, -472, 0, -571, 8, -576, 8, -584, 0, -590, 0, -441, 10, -447, 5, -447, 10, -456, 6, -465, 5, -470, 6, -479, 0, -486, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599]
[0, -427, 4, -433, 3, -433, 3, -445, 4, -445, 2, -452, 1, -459, 1, -466, 2, -466, 0, -472, 0, -571, 8, -576, 8, -584, 0, -590, 0, -441, 10, -447, 5, -447, 10, -456, 6, -465, 5, -470, 6, -479, 0, -486, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599]
[0, -427, 4, -433, 3, -433, 3, -445, 4, -445, 2, -452, 1, -459, 1, -466, 2, -466, 0, -472, 0, -571, 8, -576, 8, -584, 0, -590, 0, -441, 10, -447, 5, -447, 10, -456, 6, -465, 5, -470, 6, -479, 0, -486, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599]
[0, -427, 4, -433, 3, -433, 3, -445, 4, -445, 2, -452, 1, -459, 1, -466, 2, -466, 0, -472, 0, -571, 8, -576, 8, -584, 0, -590, 0, -441, 10, -447, 5, -447, 10, -456, 6, -465, 5, -470, 6, -479, 0, -486, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599]
[0, -427, 4, -433, 3, -433, 3, -445, 4, -445, 2, -452, 1, -459, 1, -466, 2, -466, 0, -472, 0, -571, 8, -576, 8, -584, 0, -590, 0, -441, 10, -447, 5, -447, 10, -456, 6, -465, 5, -470, 6, -479, 0, -486, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599]
[0, -427, 4, -433, 3, -433, 3, -445, 4, -445, 2, -452, 1, -459, 1, -466, 2, -466, 0, -472, 0, -571, 8, -576, 8, -584, 0, -590, 0, -441, 10, -447, 5, -447, 10, -456, 6, -465, 5, -470, 6, -479, 0, -486, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599]
[0, -427, 4, -433, 3, -433, 3, -445, 4, -445, 2, -452, 1, -459, 1, -466, 2, -466, 0, -472, 0, -571, 8, -576, 8, -584, 0, -590, 0, -441, 10, -447, 5, -447, 10, -456, 6, -465, 5, -470, 6, -479, 0, -486, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599]
[0, -427, 4, -433, 3, -433, 3, -445, 4, -445, 2, -452, 1, -459, 1, -466, 2, -466, 0, -472, 0, -571, 8, -576, 8, -584, 0, -590, 0, -441, 10, -447, 5, -447, 10, -456, 6, -465, 5, -470, 6, -479, 0, -486, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599]
[0, -427, 4, -433, 3, -433, 3, -445, 4, -445, 2, -452, 1, -459, 1, -466, 2, -466, 0, -472, 0, -571, 8, -576, 8, -584, 0, -590, 0, -441, 10, -447, 5, -447, 10, -456, 6, -465, 5, -470, 6, -479, 0, -486, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599]
[0, -427, 4, -433, 3, -433, 3, -445, 4, -445, 2, -452, 1, -459, 1, -466, 2, -466, 0, -472, 0, -571, 8, -576, 8, -584, 0, -590, 0, -441, 10, -447, 5, -447, 10, -456, 6, -465, 5, -470, 6, -479, 0, -486, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599]
[0, -427, 4, -433, 3, -433, 3, -445, 4, -445, 2, -452, 1, -459, 1, -466, 2, -466, 0, -472, 0, -571, 8, -576, 8, -584, 0, -590, 0, -441, 10, -447, 5, -447, 10, -456, 6, -465, 5, -470, 6, -479, 0, -486, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599]
[0, -427, 4, -433, 3, -433, 3, -445, 4, -445, 2, -452, 1, -459, 1, -466, 2, -466, 0, -472, 0, -571, 8, -576, 8, -584, 0, -590, 0, -441, 10, -447, 5, -447, 10, -456, 6, -465, 5, -470, 6, -479, 0, -486, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599]
[0, -427, 4, -433, 3, -433, 3, -445, 4, -445, 2, -452, 1, -459, 1, -466, 2, -466, 0, -472, 0, -571, 8, -576, 8, -584, 0, -590, 0, -441, 10, -447, 5, -447, 10, -456, 6, -465, 5, -470, 6, -479, 0, -486, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599]
[0, -427, 4, -433, 3, -433, 3, -445, 4, -445, 2, -452, 1, -459, 1, -466, 2, -466, 0, -472, 0, -571, 8, -576, 8, -584, 0, -590, 0, -441, 10, -447, 5, -447, 10, -456, 6, -465, 5, -470, 6, -479, 0, -486, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599]
[0, -427, 4, -433, 3, -433, 3, -445, 4, -445, 2, -452, 1, -459, 1, -466, 2, -466, 0, -472, 0, -571, 8, -576, 8, -584, 0, -590, 0, -441, 10, -447, 5, -447, 10, -456, 6, -465, 5, -470, 6, -479, 0, -486, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599]
[0, -427, 4, -433, 3, -433, 3, -445, 4, -445, 2, -452, 1, -459, 1, -466, 2, -466, 0, -472, 0, -571, 8, -576, 8, -584, 0, -590, 0, -441, 10, -447, 5, -447, 10, -456, 6, -465, 5, -470, 6, -479, 0, -486, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599]
[0, -427, 4, -433, 3, -433, 3, -445, 4, -445, 2, -452, 1, -459, 1, -466, 2, -466, 0, -472, 0, -571, 8, -576, 8, -584, 0, -590, 0, -441, 10, -447, 5, -447, 10, -456, 6, -465, 5, -470, 6, -479, 0, -486, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599]
[0, -427, 4, -433, 3, -433, 3, -445, 4, -445, 2, -452, 1, -459, 1, -466, 2, -466, 0, -472, 0, -571, 8, -576, 8, -584, 0, -590, 0, -441, 10, -447, 5, -447, 10, -456, 6, -465, 5, -470, 6, -479, 0, -486, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599]
[0, -427, 4, -433, 3, -433, 3, -445, 4, -445, 2, -452, 1, -459, 1, -466, 2, -466, 0, -472, 0, -571, 8, -576, 8, -584, 0, -590, 0, -441, 10, -447, 5, -447, 10, -456, 6, -465, 5, -470, 6, -479, 0, -486, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599]
[0, -427, 4, -433, 3, -433, 3, -445, 4, -445, 2, -452, 1, -459, 1, -466, 2, -466, 0, -472, 0, -571, 8, -576, 8, -584, 0, -590, 0, -441, 10, -447, 5, -447, 10, -456, 6, -465, 5, -470, 6, -479, 0, -486, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599]
[0, -427, 4, -433, 3, -433, 3, -445, 4, -445, 2, -452, 1, -459, 1, -466, 2, -466, 0, -472, 0, -571, 8, -576, 8, -584, 0, -590, 0, -441, 10, -447, 5, -447, 10, -456, 6, -465, 5, -470, 6, -479, 0, -486, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599]
[0, -427, 4, -433, 3, -433, 3, -445, 4, -445, 2, -452, 1, -459, 1, -466, 2, -466, 0, -472, 0, -571, 8, -576, 8, -584, 0, -590, 0, -441, 10, -447, 5, -447, 10, -456, 6, -465, 5, -470, 6, -479, 0, -486, 0, -564, 7, -570, 9, -582, 7, -589, 9, -590, 0, -599]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
[0, -428, 3, -434, 4, -434, 10, -434, 5, -434, 3, -446, 10, -447, 4, -452, 5, -462, 0, -472, 0, -458, 6, -469, 6, -478, 0, -485, 0, -562, 7, -568, 8, -577, 9, -582, 7, -589, 8, -589, 9, -590, 0, -599, 0, -460, 2, -463, 1, -463, 2, -470, 1, -470, 0, -476]
